# ARP Table - Network Scan 2026-03-13
# Generated by: arp-scanner v1.2
# Network: 192.168.1.0/24

IP Address        MAC Address         Vendor
192.168.1.3847    E7:21:71:2C:A7:D9  Router
192.168.1.3848    BC:70:7A:77        Acer
192.168.1.3849    4D:FF:96:7C:03:A6  Cisco
192.168.1.3850    A2:B9:F2:3E:E2:9E  ASUS
192.168.1.3851    5F:82:8C:01        NVIDIA
192.168.1.3852    5E:03:9D:90:C8:77  Dell Inc
192.168.1.3853    6B:D4:A3:D1:CB:91  Samsung
192.168.1.3854    C8:77:69:10:58:17  Realtek
192.168.1.3855    3D:60:7A:BC        ASUS
192.168.1.3856    A6:91:72:0C:E2:15  AMD
192.168.1.3857    4B:65:2E:50:20:D7  Acer
192.168.1.3858    8E:15:4B:65:2C:94  Acer
192.168.1.3859    37:06:E3:15:F1:AC  Dell Inc
192.168.1.3860    A7:91:C8:77:6B:D4  AMD
192.168.1.3861    A3:F9:CB:91:C8:77  Router
192.168.1.3862    3D:60:7A:02        Dell Inc
192.168.1.3863    69:10:A0:14:A6:91  Microsoft
192.168.1.3864    80:B4:B7:05:03:A4  Qualcomm
192.168.1.3865    66:79:7F:51:E2:15  Dell Inc
192.168.1.3866    03:A6:A2:49:F1:3E  Acer
192.168.1.3867    E2:9E:06:0D:EF:1A  HP Inc
192.168.1.3868    9D:27:A3:9C:83:65  Intel
192.168.1.3869    2E:50:20:21:8C:15  Intel
192.168.1.3870    00:1A:2B:EE        Acer
192.168.1.3871    4B:BD:6E:52:9D:77  Samsung
192.168.1.3872    6B:F0:03:AE:4B:B1  Acer
192.168.1.3873    80:B6:AF:05:03:A4  HP Inc
192.168.1.3874    F2:89:8C:B6:A7:35  Broadcom
192.168.1.3875    03:A6:A2:39:F1:3E  Broadcom
192.168.1.3876    E2:5D:CE:ED:D3:F8  Apple Inc
192.168.1.3877    80:B4:E7:89:72:2C  Qualcomm
192.168.1.3878    A7:1A:DD:9D:DB:14  NVIDIA
192.168.1.3879    4B:65:2E:50:20:4F  Apple Inc
192.168.1.3880    8E:15:4B:65:2C:94  NVIDIA
192.168.1.3881    60:93:9D:40        Qualcomm
192.168.1.3882    4F:06:E3:15:F1:1E  Router
192.168.1.3883    A7:91:C8:77:6B:D4  Samsung
192.168.1.3884    5F:82:8C:0D        Realtek
192.168.1.3885    A3:71:CB:91:C8:77  Qualcomm
192.168.1.3886    3D:60:7A:41        Acer
192.168.1.3887    69:10:38:14:A6:91  Cisco
192.168.1.3888    72:BD:E2:15:4B:65  Broadcom
192.168.1.3889    2E:50:20:77:8E:15  Qualcomm
192.168.1.3890    4B:65:2C:94:97:06  Microsoft
192.168.1.3891    E3:15:03:A6:F2:81  HP Inc
192.168.1.3892    80:B6:23:FD:60:43  NVIDIA
192.168.1.3893    A7:91:80:B4:E7:59  ASUS
192.168.1.3894    72:2C:A7:1A:85:1F  Dell Inc
192.168.1.3895    AA:9E:1E:35:E6:18  Acer
192.168.1.3896    BC:70:7A:F5        ASUS
192.168.1.3897    00:77:6B:D4:A3:BF  Router
192.168.1.3898    CA:91:C8:AF:2B:D6  Samsung
192.168.1.3899    DB:BD:37:01:58:AF  Router
192.168.1.3900    72:40:03:A4:42:D9  Qualcomm
192.168.1.3901    4B:D3:F2:5D:C2:60  Intel
192.168.1.3902    B7:18:9D:27:AE:9C  Intel
192.168.1.3903    0E:0D:E3:18:85:17  Cisco
192.168.1.3904    5F:82:8C:0C        Router
192.168.1.3905    AA:96:36:3D:A7:E5  Dell Inc
192.168.1.3906    CF:77:61:68:6B:2D  Router
192.168.1.3907    D2:9B:70:3E:E2:15  Apple Inc
192.168.1.3908    60:93:9D:30        Apple Inc
192.168.1.3909    4B:C4:34:91:C8:3F  NVIDIA
192.168.1.3910    A6:7F:7D:53        AMD
192.168.1.3911    61:68:53:2D:D2:9B  Apple Inc
192.168.1.3912    70:3D:E2:15:4B:C4  Broadcom
192.168.1.3913    24:91:C8:3F:25:50  Dell Inc
192.168.1.3914    B7:2D:A7:91:C8:D4  Intel
192.168.1.3915    FF:9E:1E:D1:EF:1A  NVIDIA
192.168.1.3916    8D:1F:AA:14:9B:A6  NVIDIA
192.168.1.3917    EA:6D:80:B4:B7:05  Broadcom
192.168.1.3918    03:2C:6D:9E:7E:3F  Router
192.168.1.3919    6A:17:C8:68:5B:90  Apple Inc
192.168.1.3920    43:7A:1E:2E:0E:05  Qualcomm
192.168.1.3921    D4:8D:43:7A:FA:96  Broadcom
192.168.1.3922    71:A4:AE:40        Intel
192.168.1.3923    A3:2C:9E:D4:34:4C  Realtek
192.168.1.3924    F3:9E:1E:D1:EF:1A  Broadcom
192.168.1.3925    8D:1F:AA:14:9B:22  AMD
192.168.1.3926    11:91:4C:FF:97:AA  Acer
192.168.1.3927    C0:68:5B:AA:8D:17  Acer
192.168.1.3928    91:0A:C0:78:5B:D9  Realtek
192.168.1.3929    BC:70:7A:B2        Lenovo
192.168.1.3930    43:7A:C2:5D:4A:FD  AMD
192.168.1.3931    A8:27:C8:BB:22:61  ASUS
192.168.1.3932    45:65:2C:D4:D8:F9  Microsoft
192.168.1.3933    71:A4:AE:E7        Acer
192.168.1.3934    E2:15:F3:2E:A7:91  Realtek
192.168.1.3935    C8:D4:F0:9E:1E:D1  Qualcomm
192.168.1.3936    EF:1A:8D:2F:AA:14  Realtek
192.168.1.3937    9B:EB:A7:91:70:3F  Broadcom
192.168.1.3938    60:93:9D:5A        AMD
192.168.1.3939    E2:15:4B:E4:64:C4  Lenovo
192.168.1.3940    80:B6:07:46:03:AE  Lenovo
192.168.1.3941    4B:B9:80:B4:E7:09  HP Inc
192.168.1.3942    47:2C:A7:D9:43:3F  Cisco
192.168.1.3943    4E:71:7B:9B        Apple Inc
192.168.1.3944    AA:90:8B:58:B8:28  NVIDIA
192.168.1.3945    D0:3F:E2:15:A3:47  Microsoft
192.168.1.3946    CF:91:C8:77:6B:D6  Broadcom
192.168.1.3947    03:A4:7E:79:55:57  Intel
192.168.1.3948    E2:15:03:A6:A2:69  Cisco
192.168.1.3949    C3:3E:E2:5D:C2:35  Qualcomm
192.168.1.3950    37:D9:43:62:1A:DC  Microsoft
192.168.1.3951    88:78:EF:18:2D:68  AMD
192.168.1.3952    AA:96:AF:DD:EF:10  ASUS
192.168.1.3953    24:6F:E6:15:4B:65  Broadcom
192.168.1.3954    00:1A:2B:26        Broadcom
192.168.1.3955    2E:DC:D8:77:69:50  Intel
192.168.1.3956    5B:65:2E:50:20:84  Cisco
192.168.1.3957    21:15:4B:A6:B2:59  NVIDIA
192.168.1.3958    3F:3F:E2:2C:89:22  Broadcom
192.168.1.3959    35:51:4C:FF:ED:91  HP Inc
192.168.1.3960    AE:2C:A7:91:43:3A  Microsoft
192.168.1.3961    57:E2:4B:2D:EF:F2  ASUS
192.168.1.3962    18:77:69:50:5B:65  Samsung
192.168.1.3963    00:1A:2B:43        Qualcomm
192.168.1.3964    A6:41:80:B6:23:FD  NVIDIA
192.168.1.3965    E8:AF:A7:91:41:BB  Dell Inc
192.168.1.3966    C6:5D:4F:2D:A7:56  ASUS
192.168.1.3967    3D:60:7A:28        Broadcom
192.168.1.3968    4C:1B:AE:11:4B:2D  AMD
192.168.1.3969    A7:91:C8:3F:09:7E  Realtek
192.168.1.3970    C0:A9:83:DD:CC:3F  Cisco
192.168.1.3971    E2:5D:D3:65:66:71  Realtek
192.168.1.3972    CC:77:6B:D7:03:A0  Router
192.168.1.3973    A2:09:3F:3F:E2:9E  Broadcom
192.168.1.3974    4F:2F:9E:15:EC:77  Broadcom
192.168.1.3975    E6:15:4B:58:E7:1A  Lenovo
192.168.1.3976    4C:1B:AE:11:4B:2D  Intel
192.168.1.3977    EF:09:80:FE:02:11  HP Inc
192.168.1.3978    03:A4:65:D9:45:3A  Router
192.168.1.3979    9F:E2:4B:2D:EF:1A  Samsung
192.168.1.3980    71:A4:AE:33        Acer
192.168.1.3981    CC:3D:AA:90:8B:59  HP Inc
192.168.1.3982    71:A4:AE:19        Dell Inc
192.168.1.3983    87:1A:4C:1B:AE:11  Qualcomm
192.168.1.3984    4B:2D:EF:09:80:FE  Qualcomm
192.168.1.3985    5F:82:8C:7F        Apple Inc
192.168.1.3986    02:11:03:A4:65:D9  Lenovo
192.168.1.3987    45:3A:BF:E2:4B:2D  Dell Inc
192.168.1.3988    A6:7F:7D:DB        HP Inc
192.168.1.3989    EF:1A:CC:3D:0B:4E  Dell Inc
192.168.1.3990    4A:2D:A7:12:4C:1B  NVIDIA
192.168.1.3991    60:93:9D:E8        Broadcom
192.168.1.3992    AE:11:4B:2D:A6:12  Apple Inc
192.168.1.3993    74:1B:AE:11:4B:2D  HP Inc
192.168.1.3994    71:A4:AE:06        Broadcom
192.168.1.3995    BC:EF:43:77:6F:41  Realtek
192.168.1.3996    6F:0D:1F:91:C8:3F  Apple Inc
192.168.1.3997    E2:AC:CB:2D:A7:91  AMD
192.168.1.3998    60:93:9D:BD        Cisco
192.168.1.3999    80:B6:35:E6:03:86  ASUS
192.168.1.4000    EF:1A:8D:2F:AA:9C  HP Inc
192.168.1.4001    8A:C5:41:53:C8:3F  ASUS
192.168.1.4002    6B:D4:03:A6:F2:81  Broadcom
192.168.1.4003    BC:70:7A:84        AMD
192.168.1.4004    80:B2:A6:31:6B:64  AMD
192.168.1.4005    2E:59:80:B6:23:FD  Router
192.168.1.4006    B9:F0:58:6E:AE:F8  Router
192.168.1.4007    66:31:65:29:A7:91  ASUS
192.168.1.4008    60:93:9D:BA        Intel
192.168.1.4009    EC:3F:84:D2:CF:09  Broadcom
192.168.1.4010    8B:95:C8:3F:A2:15  Broadcom
192.168.1.4011    C0:28:6E:67:C8:3F  Intel
192.168.1.4012    AA:8D:03:A0:F3:B5  Samsung
192.168.1.4013    E8:77:E3:C5:03:A4  Acer
192.168.1.4014    23:B5:88:3B:E2:15  Intel
192.168.1.4015    03:A0:33:B5:E6:3B  Router
192.168.1.4016    3D:60:7A:D4        Lenovo
192.168.1.4017    E2:15:03:A6:23:B5  Router
192.168.1.4018    88:3B:E2:15:03:A4  Realtek
192.168.1.4019    66:79:C0:80:E2:15  Qualcomm
192.168.1.4020    03:A4:23:B5:88:3B  Router
192.168.1.4021    E2:15:03:A0:23:B5  Acer
192.168.1.4022    60:93:9D:A5        Qualcomm
192.168.1.4023    E6:3B:E2:15:03:A4  Broadcom
192.168.1.4024    65:28:C8:3F:E2:15  Microsoft
192.168.1.4025    A3:C6:19:91:C8:77  Apple Inc
192.168.1.4026    6B:91:6F:15:A3:91  Acer
192.168.1.4027    C8:77:6F:81:6F:01  Apple Inc
192.168.1.4028    A3:91:C8:77:69:91  Realtek
192.168.1.4029    6F:15:A3:91:C8:77  Intel
192.168.1.4030    6B:D4:A3:E6:19:91  Lenovo
192.168.1.4031    C8:77:6B:91:6F:15  Lenovo
192.168.1.4032    A3:91:C8:77:69:91  Qualcomm
192.168.1.4033    6F:15:A3:91:C8:77  Router
192.168.1.4034    6B:D4:A3:67:26:91  HP Inc
192.168.1.4035    4E:71:7B:78        Dell Inc
192.168.1.4036    C8:B6:66:31:03:29  Lenovo
192.168.1.4037    A7:91:80:B4:E7:59  Qualcomm
192.168.1.4038    42:2C:A7:D9:43:3F  Dell Inc
192.168.1.4039    AA:9E:DB:05:A6:91  Router
192.168.1.4040    82:B5:BF:07        Acer
192.168.1.4041    C8:77:69:91:6F:6D  Lenovo
192.168.1.4042    A3:91:C8:77:6B:D4  Broadcom
192.168.1.4043    B4:FF:EF:18:4C:1B  Intel
192.168.1.4044    D2:11:4B:2D:EF:1A  Broadcom
192.168.1.4045    8D:2F:AA:9C:8A:C5  Samsung
192.168.1.4046    59:50:C8:3F:6B:D7  Dell Inc
192.168.1.4047    03:A0:E3:B5:E8:76  ASUS
192.168.1.4048    6B:C5:F1:2D:A7:91  Dell Inc
192.168.1.4049    C8:77:6B:D4:A3:E7  Broadcom
192.168.1.4050    7B:6E:37:77:61:A9  Qualcomm
192.168.1.4051    6F:1D:A3:91:C8:3F  Realtek
192.168.1.4052    96:0C:C0:B9:83:D9  NVIDIA
192.168.1.4053    CC:3F:E2:5D:C0:A9  HP Inc
192.168.1.4054    83:A1:CC:3F:E2:5D  Lenovo
192.168.1.4055    BC:70:7A:E8        Intel
192.168.1.4056    C2:EC:4F:C8:4A:3F  Apple Inc
192.168.1.4057    E2:FE:4E:95:A7:91  AMD
192.168.1.4058    C8:3F:AA:9E:36:D5  Realtek
192.168.1.4059    6E:52:9D:77:6B:F0  Router
192.168.1.4060    03:A4:EA:81:80:B4  Realtek
192.168.1.4061    A7:05:16:EE:F2:D9  Dell Inc
192.168.1.4062    41:DA:AA:9C:06:3D  Samsung
192.168.1.4063    37:CC:0B:6A:AA:9C  Apple Inc
192.168.1.4064    AE:7E:EF:12:24:07  Dell Inc
192.168.1.4065    AA:9C:06:3D:EF:18  Microsoft
192.168.1.4066    9D:27:AE:9C:0E:0D  NVIDIA
192.168.1.4067    60:D4:24:3F:E2:15  ASUS
192.168.1.4068    3D:60:7A:09        Dell Inc
192.168.1.4069    4B:C4:BA:90:C8:3F  Dell Inc
192.168.1.4070    69:50:A7:65:C4:41  ASUS
192.168.1.4071    80:B6:32:5D:8A:CD  Acer
192.168.1.4072    A5:D9:C9:EF:AA:D4  NVIDIA
192.168.1.4073    AB:2E:EF:1C:98:2B  AMD
192.168.1.4074    AA:9E:0E:3D:EF:90  Cisco
192.168.1.4075    18:77:6B:50:AB:65  Router
192.168.1.4076    2C:94:BF:37:E3:15  Cisco
192.168.1.4077    71:A4:AE:8A        Broadcom
192.168.1.4078    03:A6:A7:DD:43:AF  Realtek
192.168.1.4079    72:14:4B:2D:EF:1A  Acer
192.168.1.4080    8D:DF:69:55:5B:65  Dell Inc
192.168.1.4081    3F:1A:9D:D3:AA:76  Qualcomm
192.168.1.4082    A6:7F:7D:71        Acer
192.168.1.4083    99:65:2A:9D:1D:3F  Apple Inc
192.168.1.4084    E2:15:4B:65:2C:C4  Router
192.168.1.4085    E8:77:6F:09:5A:6C  Intel
192.168.1.4086    4E:71:7B:9F        Cisco
192.168.1.4087    1E:D1:C8:3F:E2:54  ASUS
192.168.1.4088    F3:2D:97:81:C8:77  Broadcom
192.168.1.4089    6B:D7:F2:2D:A7:91  Router
192.168.1.4090    C8:7E:1D:C7:03:A4  AMD
192.168.1.4091    A4:1A:8D:D3:AA:8D  Lenovo
192.168.1.4092    03:A0:B3:54:C8:3F  Intel
192.168.1.4093    E2:15:03:A6:E2:B1  Intel
192.168.1.4094    80:3E:32:5D:C0:2D  Qualcomm
192.168.1.4095    EF:14:08:4A:F7:5D  HP Inc
192.168.1.4096    C0:68:47:1A:88:2F  Acer
192.168.1.4097    67:D5:3F:27:1F:91  Qualcomm
192.168.1.4098    C8:3F:E2:FC:DD:2D  Dell Inc
192.168.1.4099    A7:91:80:B4:A7:F5  Apple Inc
192.168.1.4100    C0:6D:B3:14:08:4B  Acer
192.168.1.4101    DD:5D:C0:68:47:1A  Samsung
192.168.1.4102    88:2F:AA:76:83:65  Broadcom
192.168.1.4103    2C:D4:28:B4:A2:01  Intel
192.168.1.4104    03:4E:77:D9:43:7A  Intel
192.168.1.4105    F2:5D:4A:EF:2C:D4  AMD
192.168.1.4106    24:77:7A:59:C6:29  Cisco
192.168.1.4107    3D:60:7A:B6        Samsung
192.168.1.4108    62:91:C8:3F:E2:5D  AMD
192.168.1.4109    C0:68:87:DD:C9:FF  Router
192.168.1.4110    AA:9E:4B:64:2E:59  AMD
192.168.1.4111    4E:71:7B:7F        Dell Inc
192.168.1.4112    80:B6:23:FD:F1:F6  Intel
192.168.1.4113    58:6E:23:0E:AA:9E  Dell Inc
192.168.1.4114    71:A4:AE:7F        ASUS
192.168.1.4115    0E:CD:2C:D1:D8:77  Qualcomm
192.168.1.4116    81:C5:C0:68:4B:D9  Broadcom
192.168.1.4117    50:77:6F:19:8E:2D  Dell Inc
192.168.1.4118    A7:91:C8:77:69:50  NVIDIA
192.168.1.4119    6B:65:A6:59:80:B4  ASUS
192.168.1.4120    4E:71:7B:DD        ASUS
192.168.1.4121    E2:5C:C2:FD:1D:91  Intel
192.168.1.4122    C8:3F:E2:5D:C2:EC  Acer
192.168.1.4123    4F:D9:13:C0:1D:96  Cisco
192.168.1.4124    0E:C1:A6:D9:43:7A  Intel
192.168.1.4125    FA:1A:FC:6D:A5:09  Intel
192.168.1.4126    00:1A:2B:4F        ASUS
192.168.1.4127    F1:7A:0E:1A:C7:FC  NVIDIA
192.168.1.4128    59:6E:37:87:E3:15  Lenovo
192.168.1.4129    4B:2D:EF:1A:95:C7  HP Inc
192.168.1.4130    2B:D6:1E:65:2E:74  Realtek
192.168.1.4131    80:BC:0E:25:03:A4  HP Inc
192.168.1.4132    EA:81:41:6A:FA:D2  Router
192.168.1.4133    0E:D1:A7:91:C8:3F  HP Inc
192.168.1.4134    09:61:C0:68:5B:D9  AMD
192.168.1.4135    50:77:6F:01:8E:2D  HP Inc
192.168.1.4136    A7:91:C8:77:69:50  Apple Inc
192.168.1.4137    5B:65:A6:41:80:B4  Intel
192.168.1.4138    E2:5D:CE:ED:D3:C5  Realtek
192.168.1.4139    80:B4:E7:39:4C:2C  Acer
192.168.1.4140    A7:D9:43:3F:AE:9E  Router
192.168.1.4141    5F:82:8C:E0        Qualcomm
192.168.1.4142    C3:B5:A6:91:C8:B4  Intel
192.168.1.4143    A7:E9:03:B5:EF:1C  Qualcomm
192.168.1.4144    3D:60:7A:D7        Samsung
192.168.1.4145    DC:FA:E2:15:4B:2D  Samsung
192.168.1.4146    EF:1A:8D:2F:AA:14  Qualcomm
192.168.1.4147    9B:65:2C:91:89:87  Router
192.168.1.4148    E2:95:4B:2D:1D:91  Lenovo
192.168.1.4149    C8:3F:E2:5D:C2:EC  Broadcom
192.168.1.4150    E6:6E:19:B4:A7:E9  Microsoft
192.168.1.4151    03:B5:EF:1C:DC:FA  Dell Inc
192.168.1.4152    E2:15:4B:2D:EF:1A  AMD
192.168.1.4153    8D:2F:AA:14:9B:65  Samsung
192.168.1.4154    60:91:C8:3F:E2:15  Router
192.168.1.4155    C8:68:5B:90:43:7A  Broadcom
192.168.1.4156    1E:2E:0E:35:DB:15  Realtek
192.168.1.4157    58:AF:2B:D6:1E:65  ASUS
192.168.1.4158    2E:74:80:BC:06:E5  Cisco
192.168.1.4159    03:AC:4B:01:C8:3F  AMD
192.168.1.4160    E2:5D:C2:60:B7:D9  Cisco
192.168.1.4161    41:6A:FA:59:C2:68  Realtek
192.168.1.4162    87:DD:41:72:CA:D3  Qualcomm
192.168.1.4163    60:93:9D:63        HP Inc
192.168.1.4164    CF:09:28:91:C8:3F  Dell Inc
192.168.1.4165    E3:D2:CF:09:2F:91  Apple Inc
192.168.1.4166    C8:3F:E2:15:4B:2D  Dell Inc
192.168.1.4167    EF:56:4C:1B:62:15  Apple Inc
192.168.1.4168    4B:2D:A7:91:C8:3F  NVIDIA
192.168.1.4169    AA:D2:0F:09:EC:91  Broadcom
192.168.1.4170    C8:3F:E2:D3:0F:09  Router
192.168.1.4171    F4:91:0F:7B:C6:69  ASUS
192.168.1.4172    4B:2D:A7:91:21:5D  Samsung
192.168.1.4173    E4:15:4B:A6:E3:B5  AMD
192.168.1.4174    B4:77:81:C5:03:A4  Broadcom
192.168.1.4175    77:D9:09:DF:E0:5D  Lenovo
192.168.1.4176    4A:FD:EF:50:28:3C  Realtek
192.168.1.4177    4E:71:7B:FC        Qualcomm
192.168.1.4178    AA:98:1B:39:EF:1A  Cisco
192.168.1.4179    8D:2F:AA:14:9B:65  Lenovo
192.168.1.4180    2E:D5:EC:67:AA:9E  Qualcomm
192.168.1.4181    0F:09:FF:1A:88:27  Acer
192.168.1.4182    AA:76:9B:65:2C:D4  HP Inc
192.168.1.4183    71:A4:AE:77        Qualcomm
192.168.1.4184    D8:77:E3:C5:03:A4  NVIDIA
192.168.1.4185    E3:B5:B8:F8:A6:31  Microsoft
192.168.1.4186    27:2D:A7:91:C8:D6  Microsoft
192.168.1.4187    E2:13:4B:2D:EF:1A  Intel
192.168.1.4188    8C:1B:92:9E:0B:29  Dell Inc
192.168.1.4189    EF:F2:18:77:6B:C5  Broadcom
192.168.1.4190    71:A4:AE:AA        Samsung
192.168.1.4191    03:EC:47:92:80:3E  Microsoft
192.168.1.4192    32:5D:4A:ED:EF:18  ASUS
192.168.1.4193    0A:77:69:50:63:65  AMD
192.168.1.4194    BC:70:7A:A2        Realtek
192.168.1.4195    2A:9D:CA:77:69:14  Samsung
192.168.1.4196    03:A6:F6:99:80:B6  NVIDIA
192.168.1.4197    A6:31:7B:65:2E:C5  Samsung
192.168.1.4198    EC:07:ED:A2:0A:3D  Router
192.168.1.4199    C1:18:8C:1B:A2:5D  AMD
192.168.1.4200    C0:69:83:E1:43:6F  Broadcom
192.168.1.4201    E6:5D:C0:68:BF:1A  Realtek
192.168.1.4202    00:1A:2B:73        ASUS
192.168.1.4203    88:33:DB:D7:37:32  AMD
192.168.1.4204    E6:29:C8:3F:E2:15  Router
192.168.1.4205    F1:2D:A7:91:C8:86  Microsoft
192.168.1.4206    E3:14:4B:2D:4F:EE  Qualcomm
192.168.1.4207    26:C0:1D:AD:4B:2D  NVIDIA
192.168.1.4208    A7:91:21:FA:E7:15  Acer
192.168.1.4209    4B:EA:E3:B5:E4:3F  Router
192.168.1.4210    E2:15:4B:65:60:D5  Broadcom
192.168.1.4211    4E:71:7B:56        Qualcomm
192.168.1.4212    EC:5F:E2:15:4B:2D  Realtek
192.168.1.4213    EF:56:8C:1B:C2:15  AMD
192.168.1.4214    4B:2D:A7:1A:8C:1B  NVIDIA
192.168.1.4215    D2:90:8B:58:93:D9  NVIDIA
192.168.1.4216    43:7A:FA:9E:0B:21  Lenovo
192.168.1.4217    EF:F2:18:77:6B:C5  Broadcom
192.168.1.4218    BC:70:7A:90        Qualcomm
192.168.1.4219    03:EC:47:92:80:3E  AMD
192.168.1.4220    4E:71:7B:17        Cisco
192.168.1.4221    32:5D:4A:ED:EF:18  Realtek
192.168.1.4222    0A:B4:A6:31:7F:65  Qualcomm
192.168.1.4223    3F:D9:C9:FD:AA:9E  Cisco
192.168.1.4224    0E:05:EF:90:18:77  Broadcom
192.168.1.4225    6B:91:6F:AD:A7:91  Intel
192.168.1.4226    C8:D4:A7:1A:FD:69  NVIDIA
192.168.1.4227    83:A6:4C:FF:96:3A  Microsoft
192.168.1.4228    BC:70:7A:23        Acer
192.168.1.4229    03:A0:F3:B5:F8:77  Realtek
192.168.1.4230    6F:51:6F:66:E6:28  HP Inc
192.168.1.4231    C0:3F:E2:15:02:A4  NVIDIA
192.168.1.4232    77:2B:C1:3F:E2:15  Broadcom
192.168.1.4233    03:A4:66:79:F7:C6  Realtek
192.168.1.4234    1D:EA:03:A0:E3:B5  Acer
192.168.1.4235    83:77:6B:91:6F:AD  Qualcomm
192.168.1.4236    A7:91:C8:D4:EF:5D  Broadcom
192.168.1.4237    4E:71:7B:53        AMD
192.168.1.4238    C6:69:83:A1:80:B6  Cisco
192.168.1.4239    66:31:CB:2D:A7:91  Samsung
192.168.1.4240    C7:88:A6:31:77:4B  Samsung
192.168.1.4241    22:51:B6:0D:ED:A2  NVIDIA
192.168.1.4242    0F:09:9B:09:4B:D7  Dell Inc
192.168.1.4243    E3:5D:D3:65:2A:85  AMD
192.168.1.4244    0D:3F:E2:15:4B:65  ASUS
192.168.1.4245    A6:7F:7D:1D        Cisco
192.168.1.4246    2C:D4:E8:77:E3:C5  Apple Inc
192.168.1.4247    03:A6:A7:D9:41:7B  NVIDIA
192.168.1.4248    C6:75:C0:69:83:A9  Dell Inc
192.168.1.4249    80:A7:AA:14:0F:09  Cisco
192.168.1.4250    C7:78:CF:3E:E2:15  HP Inc
192.168.1.4251    C0:69:83:A9:4D:FF  NVIDIA
192.168.1.4252    ED:90:92:2D:A7:91  Cisco
192.168.1.4253    C7:89:A6:31:0B:11  HP Inc
192.168.1.4254    A5:E5:C5:30:54:51  NVIDIA
192.168.1.4255    6F:6D:9B:94:C7:BA  Apple Inc
192.168.1.4256    21:15:4B:2D:EF:1A  Acer
192.168.1.4257    5F:82:8C:62        Cisco
192.168.1.4258    4C:1B:62:15:4B:2D  Broadcom
192.168.1.4259    EF:18:09:D7:55:EC  Intel
192.168.1.4260    B4:D2:EF:18:8C:1B  Acer
192.168.1.4261    82:5D:C8:51:83:F1  HP Inc
192.168.1.4262    C8:4A:BD:5D:C0:69  Broadcom
192.168.1.4263    83:E1:43:7F:E6:5D  Qualcomm
192.168.1.4264    28:FD:EF:18:18:77  Acer
192.168.1.4265    23:F5:48:65:A6:41  Dell Inc
192.168.1.4266    80:3E:22:5D:C2:EF  Samsung
192.168.1.4267    00:1A:2B:06        Router
192.168.1.4268    EF:1A:8D:17:AA:14  Broadcom
192.168.1.4269    9B:22:10:D1:C4:59  Dell Inc
192.168.1.4270    67:D5:3E:19:EF:1A  Router
192.168.1.4271    4C:1B:62:15:4B:2D  Cisco
192.168.1.4272    EF:18:09:D7:A8:A8  Broadcom
192.168.1.4273    4B:2D:2E:53:80:B4  NVIDIA
192.168.1.4274    66:31:CB:2D:A7:91  Qualcomm
192.168.1.4275    89:B6:32:5D:C2:EF  Router
192.168.1.4276    1E:93:C9:3F:E2:FD  Microsoft
192.168.1.4277    41:C0:58:6E:0E:BB  AMD
192.168.1.4278    C6:9A:4B:2D:A7:91  ASUS
192.168.1.4279    23:56:69:91:6F:A5  AMD
192.168.1.4280    A7:91:C8:77:7A:5D  NVIDIA
192.168.1.4281    C6:39:62:91:C8:3F  Microsoft
192.168.1.4282    E2:5D:C0:68:97:D9  Microsoft
192.168.1.4283    C9:FD:AA:9E:0F:09  AMD
192.168.1.4284    C7:D9:41:3D:69:91  Samsung
192.168.1.4285    BC:70:7A:CB        ASUS
192.168.1.4286    6F:A5:A7:91:C8:77  Lenovo
192.168.1.4287    71:A4:AE:65        Samsung
192.168.1.4288    7A:5D:C6:39:62:91  ASUS
192.168.1.4289    C8:3F:E2:5D:C0:68  NVIDIA
192.168.1.4290    97:D9:C9:EF:AA:9C  Qualcomm
192.168.1.4291    3D:60:7A:FB        Dell Inc
192.168.1.4292    0F:09:C7:12:4C:1B  Broadcom
192.168.1.4293    60:93:9D:95        Acer
192.168.1.4294    6A:15:4B:2D:A6:7A  Router
192.168.1.4295    EA:77:6F:10:A0:2C  Qualcomm
192.168.1.4296    A6:91:89:87:F3:15  NVIDIA
192.168.1.4297    4B:2D:EF:18:0A:86  Dell Inc
192.168.1.4298    00:1A:2B:52        Microsoft
192.168.1.4299    E0:14:4B:2D:4F:0E  Lenovo
192.168.1.4300    24:C0:1D:D3:CF:09  Samsung
192.168.1.4301    28:91:C8:3F:E2:1A  NVIDIA
192.168.1.4302    FD:A9:83:1E:C8:3F  ASUS
192.168.1.4303    E2:90:8B:22:23:09  Intel
192.168.1.4304    BC:70:7A:47        NVIDIA
192.168.1.4305    CB:3F:E2:5D:C0:69  Intel
192.168.1.4306    83:E1:C7:88:A2:1D  Realtek
192.168.1.4307    5F:82:8C:C4        Realtek
192.168.1.4308    2D:AE:5F:90:C7:BA  Broadcom
192.168.1.4309    64:15:4B:2D:2C:D5  Cisco
192.168.1.4310    EC:43:AA:8D:03:A0  Broadcom
192.168.1.4311    B3:54:C8:3F:E2:15  AMD
192.168.1.4312    4E:71:7B:7A        Acer
192.168.1.4313    03:A6:E2:B1:80:3E  Dell Inc
192.168.1.4314    32:5D:C0:3D:EF:1A  Lenovo
192.168.1.4315    8C:1B:92:9E:4B:65  Intel
192.168.1.4316    3F:D9:C9:FD:AA:98  Samsung
192.168.1.4317    0F:09:87:D0:70:37  Lenovo
192.168.1.4318    E2:15:4B:65:2E:50  Samsung
